,titles,category
122,미    세 할머니   최고령 스카이다이버  등극  일 만에 영면,World
123,시리아서 첫 포격 이스라엘  대응 포격  이 팔 전쟁 ,World
124,미 케네디 변수 부상  무소속 출마  시간 만에    억 모금  돌풍 ,World
125,  시카고서 하룻밤 사이 철새     마리 떼죽음  왜 ,World
126, 하마스 완전한 악  바이든 군사 지원 준비 사망자     명 넘어 종합 ,World
127,이스라엘  시리아서 포탄 날아와 대응 포격 ,World
128, 하원  임시 의장이 이스라엘 지원안 의결하나 이 팔전쟁 ,World
129, 북   중  기회주의적 도발 가능성 바이든 안보 공약 시험대 ,World
130, 지원 무기 실은 첫 미국 비행기 이스라엘 군부대 도착,World
131,이스라엘  시리아 포격에 맞대응 커지는 확전 우려,World
132, 케네디 변수 부상  무소속 출마  시간만    억원 모금  돌풍 ,World
133,바이든  완전한 악 하마스     만행 떠올라     이스라엘에 무기 추가 투입,World
134,하룻밤 사이 철새  천 마리 집단 폐사  그 이유는 ,World
135,북한   연합훈련 중단 유엔사 해체  주장 한국과 유엔 회의서 충돌,World
136,바이든  밴드 불러 바비큐 파티 구설    중동 확전 대비해 비상계획 ,World
137,스페인  자국민 송환에 군용기 파견  도 특별 항공편 이 팔 전쟁 ,World
138,바이든  필요시 이스라엘에 추가 군사자산 투입 준비돼 있다  종합 ,World
139,정상화 압박 크지만       공화 하원의장 후보 선정 난항,World
140, 미스 포르투갈  사상 첫 트랜스젠더 우승자 나왔다  내달  미스 유니버스  출전,World
141, 무소속 돌풍   케네디  시간만    억 모금  바이든 트럼프 대선판 요동치나,World
142,빈 살만  팔레스타인 지지  이스라엘과 국교 논의 중단 전망,World
143, 미군  하마스에 잡힌 인질 구출 위해 이스라엘에 전문가 파견 ,World
144,보렐    외교위원장   이스라엘 보복 국제법에 위배  이 팔 전쟁 ,World
145,바이든  하마스의 공격은  학살 행위      자산 추가투입 준비됐다 ,World
146,이스라엘 지상전 준비   양측 사망자     명 넘겨,World
147, 최고령 스카이다이버       세 할머니  세계 신기록  일 만에 영면,World
148,     하마스 암호화폐로 전비 수천억원 조달 ,World
149,바이든  하마스 공격은  악    이스라엘에 군사 지원 준비 ,World
150,에르도안 푸틴  이 팔 전쟁 현황에 관해 전화 회담,World
151,   하마스의 이스라엘 공격에도  균형외교    미국과는 다른 길  왜 ,World
152,전세계 곳곳서 전쟁 하마스 공격  새 국제질서 신호 딥포커스 ,World
153, 깊은 맛 위해  소스 항아리   년간 안 씻은   유명 식당,World
154,두 개의 전쟁  세계경제 둘로 쪼갠다 뒷북 글로벌 ,World
155, 하원 임시의장  행동해야 한다면  이스라엘 지원안 의결하나,World
156, 영상  압도적 군사력 이스라엘  하마스 소탕 가로막는 장애물  가지,World
157,미국산 탄약 이스라엘에 도착  슈퍼 핵 항모 도 동지중해에,World
158,   중동 확전  대비 비상계획 수립 돌입  동맹 파트너국들과 협의 중   이 팔 전쟁 ,World
159,이 팔전쟁 덕분에 안도   한   증시 국채 금리  뚝  연준  금리 동결     증시에 호재될까   투자    ,World
160,중동 전쟁 확전되나  시리아 레바논도 이스라엘 겨냥 포격,World
161,바이든  속 뒤집힌다  하마스 규탄 이스라엘    탄약 첫 도착 ,World
162, 국무    일 이스라엘 방문  추가 지원 논의 예정  이 팔 전쟁 ,World
163,중국 비구이위안  채무 못 갚아  디폴트 현실화되나 ,World
164, 속보  이스라엘 내 한국 국민 중    명 인천국제공항 도착,World
165,예루살렘 교민들  어제도 공습사이렌 두번 외출 못하고 뉴스만 ,World
166,미증시 이틀 연속 랠리  중동전쟁 미증시에는 오히려 호재 ,World
167,이 신발 신으면 신기록  신발 도핑  ,World
168,국가원수급 경호  황금박쥐상이 뭐길래,World
169,      등 전세계 동시대응 가능 중동 확전 대비해 비상계획 ,World
170,   세   할머니  최고령 스카이다이버  등극  일만에 영면  열정적이었던 분 ,World
171,뉴욕증시  지정학적 리스크 속 국채금리 하락에 상승 다우      ,World
172,잠시 후 이스라엘서    명 태운 항공기 인천 도착,World
173,폭락하는 아르헨티나 통화 암시장서 달러당  천 페소 돌파,World
174,핀란드 에스토니아 잇는 가스관 통신케이블 파손  외부 활동 때문 ,World
175,젤렌스키  이 팔 사태로 우크라에 대한 관심 분산 러에 이득 ,World
176,뉴욕증시  이 팔 전쟁 여파에도 국채금리 하락에 상승 마감,World
177, 이스라엘 추가 지원  약속한      개 전선 에 발 담그나 ,World
178,이번엔 레바논 국경서 포격전     가자 전면봉쇄 반대 ,World
179,이스라엘 하마스 전쟁   세계 대전  우려 나오는 이유는 ,World
180, 이스라엘 대응 의무 있다  바이든  하마스 섬멸에 힘실어 확전 초읽기 이 팔 전쟁 ,World
181,바이든  속 뒤집힌다  하마스 규탄 이스라엘    탄약 첫 도착 ,World
182,미국  인질 구출 위해 전문가 파견 검토 ,World
183,   중동 확전 대비해 비상계획    등 전세계 동시대응 가능 ,World
184,핀란드 에스토니아 해저가스관 파손   고의훼손  됐다 ,World
185,하마스보다 강력한 헤즈볼라 결국 개입하나 레바논 접경서 교전 확대,World
186,   장사정 미사일도 조기 배치 검토,World
187,중동 외교 실패 유가 급등 지지율 바닥   재선 도전  바이든  카터 전철 밟나,World
188,   세계 최초 아스팔트 수소 연계 프로젝트 추가지원 미개척  원전수소 분야 개척,World
189,전해조 기술 풍부한 풍력자원  그린수소의 꿈  준비하는  ,World
190, 영국 수소 전략 르포    천연가스 대신할   수소에너지의  대 강점,World
191,헝다에 이어 비구이위안도 디폴트 위기   부동산 수난시대  뒷북 글로벌 ,World
192, 최고령 스카이다이버      세 할머니  기록 일주일 만에 사망,World
193,  국무장관  이번주 이스라엘 간다,World
194,케네디   대선 무소속 출마 선언  바이든 트럼프 구도에 변수 ,World
195, 국무    일 이스라엘 방문     현시점에서 군사작전 계획 없어   이 팔 전쟁 ,World
196,우여곡절 끝 개최     금  마이클 잭슨 첫 내한공연 뉴스속오늘 ,World
197,중동전쟁으로 금리인상 중단 기대  미증시 일제 상승 상보 ,World
198, 에콰도르 대선       최연소    첫 여성  임기는  년여 불과,World
199,미국    세 할머니   최고령 스카이다이버  등극  일 만에 영면,World
